382,20201014003843gloire,1000215,1,0.2,0.2,10/14/2020,1,gloire
383,20201013222502gloire,1000215,3,0.2,0.6,10/13/2020,1,gloire
384,20201013222546gloire,1000257,1,0.6,0.6,10/13/2020,1,gloire
385,20201013222635gloire,1000215,1,0.2,0.2,10/13/2020,1,gloire
386,20201013212929gloire,1000048,1,0.7,0.7,10/13/2020,1,gloire
387,20201014014040gloire,3000002,1,0.05,0.05,10/14/2020,1,gloire
388,20201014095539chantale,1000016,1,0.5,0.5,10/14/2020,8,chantale
389,20201014095606chantale,1000030,1,0.5,0.5,10/14/2020,8,chantale
390,20201014095629chantale,1000215,1,0.2,0.2,10/14/2020,8,chantale
391,20201014100541chantale,1000033,2,0.5,1,10/14/2020,8,chantale
392,20201014100606chantale,3000003,5,0.05,0.25,10/14/2020,8,chantale
393,20201014110451chantale,3000003,2,0.05,0.1,10/14/2020,8,chantale
394,20201014111302chantale,2000009,1,5,5,10/14/2020,8,chantale
395,20201014111952chantale,1000014,1,0.9,0.9,10/14/2020,8,chantale
396,20201014111952chantale,1000258,1,0.5,0.5,10/14/2020,8,chantale
397,20201014112317chantale,1000258,1,0.5,0.5,10/14/2020,8,chantale
398,20201014112930chantale,1000033,1,0.5,0.5,10/14/2020,8,chantale
399,20201014113304chantale,1000232,1,0.25,0.25,10/14/2020,8,chantale
400,20201014115450chantale,1000033,1,0.5,0.5,10/14/2020,8,chantale
401,20201014130048chantale,3000006,1,3,3,10/14/2020,8,chantale
402,20201014130048chantale,1000015,1,2,2,10/14/2020,8,chantale
403,20201014130048chantale,1000017,1,3,3,10/14/2020,8,chantale
404,20201014144143chantale,1000015,1,2,2,10/14/2020,8,chantale
405,20201014144143chantale,1000023,1,1,1,10/14/2020,8,chantale
406,20201014144143chantale,1000038,1,1,1,10/14/2020,8,chantale
407,20201014145730chantale,1000050,1,0.7,0.7,10/14/2020,8,chantale
408,20201014145809chantale,1000236,1,0.1,0.1,10/14/2020,8,chantale
409,20201014160849chantale,1000214,1,1,1,10/14/2020,8,chantale
410,20201014160849chantale,1000048,1,0.7,0.7,10/14/2020,8,chantale
411,20201014160849chantale,1000038,1,1,1,10/14/2020,8,chantale
412,20201014162031chantale,1000048,1,0.7,0.7,10/14/2020,8,chantale
413,20201014162031chantale,3000003,1,0.05,0.05,10/14/2020,8,chantale
414,20201014165708chantale,1000021,1,0.85,0.85,10/14/2020,8,chantale
415,20201014170452chantale,1000215,1,0.2,0.2,10/14/2020,8,chantale
416,20201014170528chantale,1000032,1,0.5,0.5,10/14/2020,8,chantale
417,20201014170528chantale,1000033,1,0.5,0.5,10/14/2020,8,chantale
418,20201014192816gloire,1000304,1,2.5,2.5,10/14/2020,1,gloire
419,20201014192816gloire,1000063,1,16,16,10/14/2020,1,gloire
420,20201014192816gloire,1000033,1,0.5,0.5,10/14/2020,1,gloire
421,20201014193235gloire,1000051,1,0.35,0.35,10/14/2020,1,gloire
422,20201014194038gloire,1000215,1,0.2,0.2,10/14/2020,1,gloire
423,20201014194038gloire,1000215,1,0.2,0.2,10/14/2020,1,gloire
424,20201014194234gloire,1000030,1,0.5,0.5,10/14/2020,1,gloire
425,20201014200502gloire,1000051,2,0.35,0.7,10/14/2020,1,gloire
426,20201014200901gloire,3000015,1,0.5,0.5,10/14/2020,1,gloire
427,20201014200901gloire,1000004,1,2.5,2.5,10/14/2020,1,gloire
428,20201014200901gloire,1000003,1,2.5,2.5,10/14/2020,1,gloire
429,20201014201047gloire,1000014,1,0.9,0.9,10/14/2020,1,gloire
430,20201014201248gloire,1000014,1,0.9,0.9,10/14/2020,1,gloire
431,20201014202046gloire,1000001,4,2,8,10/14/2020,1,gloire
432,20201014202046gloire,1000125,1,2,2,10/14/2020,1,gloire
433,20201014202046gloire,1000121,1,2.5,2.5,10/14/2020,1,gloire
434,20201013202742gloire,1000251,1,5,5,10/13/2020,1,gloire
435,20201013202742gloire,1000031,1,0.85,0.85,10/13/2020,1,gloire
436,20201014203152gloire,1000049,1,0.35,0.35,10/14/2020,1,gloire
437,20201014204450gloire,1000045,1,2.5,2.5,10/14/2020,1,gloire
438,20201014210100gloire,1000030,1,0.5,0.5,10/14/2020,1,gloire
439,20201014211337gloire,1000033,1,0.5,0.5,10/14/2020,1,gloire
440,20201014211337gloire,1000215,1,0.2,0.2,10/14/2020,1,gloire
441,20201014212131gloire,1000215,6,0.2,1.2,10/14/2020,1,gloire
442,20201014212151gloire,1000032,1,0.5,0.5,10/14/2020,1,gloire
443,20201014212401gloire,1000033,1,0.5,0.5,10/14/2020,1,gloire
444,20201014215835gloire,1000032,1,0.5,0.5,10/14/2020,1,gloire
445,20201014215835gloire,1000251,1,5,5,10/14/2020,1,gloire
446,20201014223424gloire,1000203,1,7,7,10/14/2020,1,gloire
447,20201014223424gloire,1000014,2,0.9,1.8,10/14/2020,1,gloire
448,20201014223424gloire,1000015,1,2,2,10/14/2020,1,gloire
449,20201014223439gloire,1000215,2,0.2,0.4,10/14/2020,1,gloire
450,20201014223539gloire,1000033,1,0.5,0.5,10/14/2020,1,gloire
451,20201014223539gloire,1000028,2,0.85,1.7,10/14/2020,1,gloire
452,20201014230626gloire,1000258,2,0.5,1,10/14/2020,1,gloire
453,20201014231427gloire,1000177,1,1.5,1.5,10/14/2020,1,gloire
454,20201014233919gloire,1000194,1,1,1,10/14/2020,1,gloire
455,20201014234722gloire,1000027,1,0.85,0.85,10/14/2020,1,gloire
456,20201014235106gloire,1000212,1,2,2,10/14/2020,1,gloire
457,20201014234815gloire,1000028,2,0.85,1.7,10/15/2020,1,gloire
458,20201015093510chantale,1000033,1,0.5,0.5,10/15/2020,8,chantale
459,20201015093510chantale,1000049,1,0.35,0.35,10/15/2020,8,chantale
460,20201015093622chantale,1000048,1,0.7,0.7,10/15/2020,8,chantale
461,20201015093651chantale,1000051,2,0.35,0.7,10/15/2020,8,chantale
462,20201015093728chantale,1000032,1,0.5,0.5,10/15/2020,8,chantale
463,20201015093752chantale,1000033,1,0.5,0.5,10/15/2020,8,chantale
464,20201015102311chantale,1000226,1,1,1,10/15/2020,8,chantale
465,20201015102834chantale,1000246,1,4.25,4.25,10/15/2020,8,chantale
